Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
XRP,2021-05-03,1.5570242005,1.6514879748,1.657779989,1.5276580321
XRP,2021-05-04,1.5529424037,1.562421445,1.6224729589,1.5326585391
XRP,2021-05-05,1.3945705241,1.5557641072,1.5586653459,1.3430318636
XRP,2021-05-06,1.5900460328,1.3891934012,1.6084130401,1.3694214876
XLM,2020-05-08,0.0724312849,0.0715975789,0.0735976071,0.068811905
XLM,2020-05-09,0.0731734115,0.0724300219,0.074648353,0.0705238095
XLM,2020-05-10,0.0718545589,0.0731624014,0.0738341914,0.0715356116
XLM,2020-05-11,0.0639684157,0.0718513679,0.0722869625,0.0593675641
XLM,2020-05-12,0.0619866107,0.064149604,0.0651549466,0.0603827623
XLM,2020-05-13,0.0696818139,0.0619840867,0.0703145331,0.0615652516
XLM,2020-05-14,0.0699617726,0.0702415956,0.0709145919,0.068103668
XLM,2020-05-15,0.0693872278,0.069961366,0.0707795232,0.0680361317
XLM,2020-05-16,0.0678523872,0.069299653,0.0698489567,0.0668049758
XLM,2020-05-17,0.068045478,0.0678526361,0.068506438,0.0666003812
XLM,2020-05-18,0.0697818298,0.0680456987,0.0715986596,0.0678332225
XLM,2020-05-19,0.0700365789,0.0687405145,0.0712640033,0.0686085489
XLM,2020-05-20,0.0697915341,0.0700299958,0.0703634483,0.0684867367
XLM,2020-05-21,0.0710414081,0.0697910125,0.0720856992,0.0675825296
XLM,2020-05-22,0.0671805705,0.0710179399,0.0717420513,0.0641055774
XLM,2020-05-23,0.0684486563,0.0671802101,0.0693770801,0.065438046
XLM,2020-05-24,0.0674625739,0.0684486563,0.0692350817,0.0666797256
XLM,2020-05-25,0.0664843353,0.0674571693,0.0682478602,0.0650841481
XLM,2020-05-26,0.065715901,0.0664842671,0.0665734548,0.063413145
XLM,2020-05-27,0.0647435832,0.0657157911,0.0663973811,0.0636240073
XLM,2020-05-28,0.0658896441,0.0647435831,0.0676590721,0.0645381976
XLM,2020-05-29,0.0693588752,0.065889096,0.0694111848,0.0632159378
XLM,2020-05-30,0.0674706343,0.0693659042,0.0699204833,0.0669441805
XLM,2020-05-31,0.0725951903,0.0677555876,0.0730135818,0.0670975336
XLM,2020-06-01,0.0703012104,0.0726018083,0.0764332514,0.068938029
XLM,2020-06-02,0.0761378241,0.0702997403,0.0764390667,0.0699358181
XLM,2020-06-03,0.0794545988,0.0761203023,0.0843856653,0.0733775132
XLM,2020-06-04,0.0827292645,0.0794548394,0.0832316584,0.076832255
XLM,2020-06-05,0.0824434068,0.0827515031,0.0862921574,0.0791519991
XLM,2020-06-06,0.0797188126,0.0824451663,0.0829745301,0.0788269381
XLM,2020-06-07,0.0802757358,0.0797174296,0.0811608833,0.0782645586
XLM,2020-06-08,0.0785391891,0.080275735,0.080685585,0.075522989
XLM,2020-06-09,0.079872792,0.0785392037,0.0803592979,0.0780881459
XLM,2020-06-10,0.0785920441,0.0798728157,0.0803357538,0.0773270567
XLM,2020-06-11,0.0788432586,0.0785908401,0.0791798788,0.0777852936
XLM,2020-06-12,0.0707631227,0.078843247,0.0792870999,0.0688042857
XLM,2020-06-13,0.0726955531,0.0707651721,0.0748220636,0.0706639316
XLM,2020-06-14,0.073983147,0.0726958691,0.0743006751,0.0716140043
XLM,2020-06-15,0.071045573,0.0739831471,0.074136296,0.0703053819
XLM,2020-06-16,0.0710171824,0.0710641783,0.0717369646,0.0655726316
XLM,2020-06-17,0.0709598342,0.0710179915,0.0720685022,0.0698542036
XLM,2020-06-18,0.0718402875,0.0709597998,0.0741025029,0.0695657325
XLM,2020-06-19,0.0706029799,0.0718398253,0.0720677957,0.0693014284
XLM,2020-06-20,0.0693463197,0.0706031129,0.0708673686,0.0684393086
XLM,2020-06-21,0.0697791937,0.0693435302,0.0702082664,0.0682207825
XLM,2020-06-22,0.0684586296,0.0697791717,0.0701397647,0.0684244715
XLM,2020-06-23,0.0719377015,0.0684570565,0.072049825,0.0683062446
XLM,2020-06-24,0.0709474214,0.0719414188,0.0723094076,0.0700449388
XLM,2020-06-25,0.0690931777,0.0709474214,0.072675737,0.0678757029
XLM,2020-06-26,0.0675561813,0.069092856,0.0691167436,0.0654807838
XLM,2020-06-27,0.066979025,0.0675625143,0.0684822829,0.065893797
XLM,2020-06-28,0.0627413879,0.0669787617,0.0670643401,0.0588294804
XLM,2020-06-29,0.063615905,0.062741061,0.0650205055,0.0616519642
XLM,2020-06-30,0.0651300577,0.0636163077,0.0653597731,0.062917728
XLM,2020-07-01,0.0668845707,0.0651300476,0.0673352732,0.0640010437
XLM,2020-07-02,0.0679388472,0.0669479299,0.0694485093,0.0660860768
XLM,2020-07-03,0.0675271437,0.06843916,0.070973942,0.0662216558
XLM,2020-07-04,0.0678683907,0.0677000494,0.0687207817,0.0665358665
XLM,2020-07-05,0.0674729076,0.0670624876,0.0685681624,0.0664953887
XLM,2020-07-06,0.0668267787,0.067997038,0.0680893705,0.0649477225
XLM,2020-07-07,0.0713707942,0.0672315707,0.0716635797,0.0665782963
XLM,2020-07-08,0.0738228978,0.0717406643,0.0740795431,0.0702456404
XLM,2020-07-09,0.0820739125,0.0735143119,0.0820739125,0.072523476
XLM,2020-07-10,0.091816876,0.0854955402,0.0982887466,0.0834516898
XLM,2020-07-11,0.0882154158,0.0905137141,0.0910868557,0.0830556563
XLM,2020-07-12,0.0939737186,0.0890388963,0.099902696,0.0886075221
XLM,2020-07-13,0.0931687217,0.0942039277,0.0977871553,0.0902416926
XLM,2020-07-14,0.0899235306,0.0954170178,0.098193226,0.0869415742
XLM,2020-07-15,0.0911433513,0.0900822697,0.0926933768,0.0855325012
XLM,2020-07-16,0.0944328993,0.0921440778,0.0964029205,0.0874848708
XLM,2020-07-17,0.0967313683,0.0942603467,0.0981692257,0.0881714195
XLM,2020-07-18,0.1041329856,0.1020801999,0.1074206299,0.0986262599
XLM,2020-07-19,0.1010294924,0.1040044864,0.1044740195,0.0991915459
XLM,2020-07-20,0.0996909682,0.1009386063,0.1023648535,0.0975078013
XLM,2020-07-21,0.0941594043,0.1001417046,0.1018411851,0.0936046438
XLM,2020-07-22,0.095776067,0.0943775479,0.0985042565,0.0939346208
XLM,2020-07-23,0.0965268391,0.096651274,0.0981215513,0.094239172
XLM,2020-07-24,0.0983626493,0.0975079553,0.1016082874,0.0970893959
XLM,2020-07-25,0.0959112485,0.0982917384,0.0983670176,0.0953085603
XLM,2020-07-26,0.1006281893,0.0959088857,0.1015462062,0.0953027708
XLM,2020-07-27,0.0989925144,0.1009798712,0.1059636163,0.0975458937
XLM,2020-07-28,0.0948458766,0.0990729047,0.100028655,0.0885651126
XLM,2020-07-29,0.0965917752,0.0947539821,0.0985552261,0.0934760467
XLM,2020-07-30,0.0957766134,0.0972902521,0.0997594818,0.095022887
XLM,2020-07-31,0.0966274635,0.095136631,0.0978016595,0.0944416939
XLM,2020-08-01,0.0967920965,0.0964358437,0.0972337164,0.0950550335
XLM,2020-08-02,0.1070330242,0.097026023,0.1089647696,0.0968902561
XLM,2020-08-03,0.1044949937,0.1077481826,0.1160155274,0.090930806
XLM,2020-08-04,0.1059425834,0.1026005667,0.1092451709,0.101293111
XLM,2020-08-05,0.1106907535,0.1052602573,0.1117840461,0.1052120128
XLM,2020-08-06,0.1072348132,0.1101688326,0.1115204942,0.1063692166
XLM,2020-08-07,0.1061079135,0.1076350579,0.108327912,0.1050527118
XLM,2020-08-08,0.1031285924,0.1063885521,0.1079882589,0.099630934
XLM,2020-08-09,0.103370122,0.1031815826,0.1042238815,0.1014943315
XLM,2020-08-10,0.1051048376,0.1032736408,0.1072752788,0.1025443813
XLM,2020-08-11,0.105267836,0.105181963,0.1069142134,0.1029655596
XLM,2020-08-12,0.0996389091,0.1063559183,0.1083187287,0.0962956645
XLM,2020-08-13,0.1007011288,0.100241029,0.1024608019,0.0955111769
XLM,2020-08-14,0.1023556416,0.101510176,0.1025978984,0.0966194012
XLM,2020-08-15,0.1061833766,0.1012243845,0.1072332419,0.1002173521
XLM,2020-08-16,0.1080166348,0.1049556005,0.1093379397,0.1032405783
XLM,2020-08-17,0.1131784082,0.1071517546,0.1143151754,0.1038867724
XLM,2020-08-18,0.1152694076,0.1152042782,0.1196111215,0.1100833158
XLM,2020-08-19,0.1095748973,0.1139717756,0.116817585,0.1067275206
XLM,2020-08-20,0.1020385451,0.1082323005,0.1094626717,0.0986529159
XLM,2020-08-21,0.1053759173,0.102256718,0.1064396178,0.1005066238
XLM,2020-08-22,0.1012659476,0.1073445809,0.1093734453,0.0991942183
XLM,2020-08-23,0.1021870021,0.0996170337,0.1026315022,0.0971470423
XLM,2020-08-24,0.101478859,0.1023150711,0.1026054002,0.0985346336
XLM,2020-08-25,0.1036104596,0.1030054941,0.1064799275,0.101045547
XLM,2020-08-26,0.0976573002,0.1030505806,0.1031781389,0.0952183627
XLM,2020-08-27,0.098041385,0.0973188191,0.1004215836,0.0963439771
XLM,2020-08-28,0.0928077732,0.0980775126,0.0988343439,0.090580151
XLM,2020-08-29,0.0951402472,0.093854542,0.0967728198,0.0926935401
XLM,2020-08-30,0.0963561621,0.0957793621,0.0975486055,0.0945740866
XLM,2020-08-31,0.0977841248,0.0963108842,0.0984272906,0.096265064
XLM,2020-09-01,0.097693017,0.0981885681,0.0989645528,0.095248906
XLM,2020-09-02,0.0991094474,0.0968344799,0.1011045842,0.0955232767
XLM,2020-09-03,0.0929561584,0.0988225367,0.0997236228,0.0889444385
XLM,2020-09-04,0.0841500192,0.0924472261,0.0930474194,0.082550131
XLM,2020-09-05,0.0819273602,0.0781133245,0.0829817834,0.0753305038
XLM,2020-09-06,0.0739155723,0.0809068028,0.0828758934,0.0730154997
XLM,2020-09-07,0.0774425502,0.0754653514,0.0789717627,0.0722105558
XLM,2020-09-08,0.0783969277,0.0774931473,0.0791818529,0.073960321
XLM,2020-09-09,0.0761089755,0.0786633805,0.0795375148,0.0751784515
XLM,2020-09-10,0.0783759983,0.0774980775,0.0797676259,0.0756269577
XLM,2020-09-11,0.0807317441,0.0783604648,0.0831497187,0.0782799197
XLM,2020-09-12,0.0837890396,0.0811793454,0.0842109839,0.0792007975
XLM,2020-09-13,0.0836432112,0.0838002199,0.0847479977,0.0824095002
XLM,2020-09-14,0.0798895051,0.0838756599,0.0846474958,0.0792358185
XLM,2020-09-15,0.0805025272,0.0800608436,0.0820539563,0.0791161872
XLM,2020-09-16,0.0786287523,0.0802746374,0.0815571838,0.0781356871
XLM,2020-09-17,0.0803822118,0.0778303785,0.0814093238,0.0751773713
XLM,2020-09-18,0.0806441755,0.0800667406,0.0823884335,0.0781831295
XLM,2020-09-19,0.0781941135,0.0804595363,0.0807328809,0.077274918
XLM,2020-09-20,0.0783430999,0.0782827322,0.079414619,0.0772362063
XLM,2020-09-21,0.076040106,0.0785582344,0.0785582344,0.0752950361
XLM,2020-09-22,0.0711568574,0.0769459672,0.0773932906,0.0690639752
XLM,2020-09-23,0.0717057596,0.0700039639,0.0723090031,0.0695445659
XLM,2020-09-24,0.0675113434,0.0716727994,0.072298991,0.0674092381
XLM,2020-09-25,0.0697624339,0.0673616095,0.0707818625,0.0667524516
XLM,2020-09-26,0.0754740302,0.070422531,0.0756349983,0.0692153742
XLM,2020-09-27,0.073536424,0.074679715,0.07647205,0.0726177241
XLM,2020-09-28,0.0733082792,0.0738740249,0.0744524661,0.0712462419
XLM,2020-09-29,0.0750879636,0.0733697414,0.0760624043,0.0731685885
XLM,2020-09-30,0.0730090667,0.0731746472,0.0749862737,0.0720655287
XLM,2020-10-01,0.0743240617,0.0740998388,0.0745786706,0.0721103553
XLM,2020-10-02,0.0733720042,0.0748489347,0.0763874009,0.0716338637
XLM,2020-10-03,0.0709018368,0.0731553665,0.0739308417,0.068891891
XLM,2020-10-04,0.071442924,0.0710108774,0.0721543852,0.0706725769
XLM,2020-10-05,0.0729522277,0.0711098654,0.0733824887,0.0703992483
XLM,2020-10-06,0.0731147558,0.0729370089,0.0740760956,0.0723688937
XLM,2020-10-07,0.0719131173,0.0733019541,0.0750567915,0.0716111678
XLM,2020-10-08,0.071989206,0.0723488326,0.0732497559,0.0706248115
XLM,2020-10-09,0.0731761366,0.0723126993,0.0734622543,0.0702004952
XLM,2020-10-10,0.0752758153,0.073146415,0.0758543206,0.0724753487
XLM,2020-10-11,0.0782314159,0.0750759804,0.0783437997,0.0750624573
XLM,2020-10-12,0.0772532403,0.0773100122,0.078778428,0.0768017712
XLM,2020-10-13,0.0783172793,0.0771633058,0.0790719089,0.0760302961
XLM,2020-10-14,0.0763246144,0.077603867,0.077603867,0.0756109761
XLM,2020-10-15,0.0741545458,0.0764166369,0.0768470344,0.0738925578
XLM,2020-10-16,0.0736074094,0.074125228,0.0741845662,0.0719028182
XLM,2020-10-17,0.0778439173,0.0741159345,0.0782600164,0.0723362306
XLM,2020-10-18,0.0807878901,0.0791602839,0.0832735094,0.0776422407
XLM,2020-10-19,0.0794447739,0.0816167573,0.0821977282,0.0792250026
XLM,2020-10-20,0.0853464871,0.079470353,0.0873706238,0.0794436514
XLM,2020-10-21,0.0810776955,0.0851629253,0.0868306758,0.0805417548
XLM,2020-10-22,0.0851380416,0.0808654634,0.0864363016,0.0804602877
XLM,2020-10-23,0.0861010581,0.08369496,0.0878936351,0.0836788731
XLM,2020-10-24,0.0837940092,0.0855751994,0.0864347254,0.0827642818
XLM,2020-10-25,0.0825048028,0.0837265,0.0860377366,0.0822453346
XLM,2020-10-26,0.081160114,0.0831288819,0.0844779188,0.080021899
XLM,2020-10-27,0.081727883,0.0811891347,0.0832328016,0.0810795862
XLM,2020-10-28,0.0782705911,0.0818822655,0.0822020256,0.0775185332
XLM,2020-10-29,0.0769551572,0.0783918235,0.0789691056,0.0755394033
XLM,2020-10-30,0.0771351511,0.07754835,0.0785956339,0.074409735
XLM,2020-10-31,0.0783541388,0.0768354192,0.0798247836,0.0766347676
XLM,2020-11-01,0.0783140041,0.0778246878,0.0785693172,0.0765462896
XLM,2020-11-02,0.0759191461,0.0786734666,0.0795102264,0.0757583232
XLM,2020-11-03,0.0751546209,0.0756360712,0.0762748982,0.0731922709
XLM,2020-11-04,0.0748837418,0.0753916524,0.0757358206,0.0727495912
XLM,2020-11-05,0.0812410398,0.0746616815,0.0824989989,0.0734624652
XLM,2020-11-06,0.0836541471,0.0804385244,0.0852493098,0.0802980186
XLM,2020-11-07,0.0801632182,0.0840217194,0.0862454834,0.0780624177
XLM,2020-11-08,0.0815867408,0.0795560197,0.0828839636,0.0786844139
XLM,2020-11-09,0.0797406226,0.0815260778,0.0820723152,0.0781544147
XLM,2020-11-10,0.0805841339,0.0797237133,0.0823736461,0.0792104746
XLM,2020-11-11,0.0812321853,0.0797593921,0.0821949189,0.0796019804
XLM,2020-11-12,0.0808746391,0.0804872716,0.0810534524,0.0791940048
XLM,2020-11-13,0.0824280199,0.0806958573,0.0825157788,0.0799684106
XLM,2020-11-14,0.0810410611,0.0824844002,0.0844023059,0.0806299379
XLM,2020-11-15,0.0798950496,0.0810469856,0.0822366476,0.0789009009
XLM,2020-11-16,0.0820575745,0.0801306164,0.0826385433,0.0794219452
XLM,2020-11-17,0.0860214323,0.0825104931,0.0883880367,0.0824189761
XLM,2020-11-18,0.0838141143,0.0865367055,0.0870471138,0.081751942
XLM,2020-11-19,0.0839957805,0.0836798936,0.0863780716,0.0817562938
XLM,2020-11-20,0.0863875135,0.0840804048,0.0873991522,0.0838404939
XLM,2020-11-21,0.1047393581,0.0885712354,0.1056503559,0.0885158605
XLM,2020-11-22,0.1077588252,0.1090523925,0.1147228932,0.0990443912
XLM,2020-11-23,0.1275420971,0.1041939965,0.1275798663,0.101547219
XLM,2020-11-24,0.1788907781,0.1321990524,0.1986793193,0.1305507604
XLM,2020-11-25,0.1921419893,0.1958130654,0.2316680551,0.181696821
XLM,2020-11-26,0.1690121184,0.1930185717,0.2044546246,0.1459531608
XLM,2020-11-27,0.1927273873,0.1685575471,0.1951606389,0.1630357735
XLM,2020-11-28,0.1998573149,0.2070692461,0.2189426092,0.1959632166
XLM,2020-11-29,0.1934932535,0.2002793005,0.2032662362,0.188535543
XLM,2020-11-30,0.1986254012,0.1943871707,0.2065767949,0.1893617675
XLM,2020-12-01,0.1869255029,0.2027592761,0.2044514737,0.1734817674
XLM,2020-12-02,0.1826495997,0.1840474156,0.1883864674,0.177436442
XLM,2020-12-03,0.1847617385,0.1853053852,0.1897571631,0.1798944886
XLM,2020-12-04,0.1641998813,0.1844975499,0.1887247892,0.1629373818
XLM,2020-12-05,0.1712419445,0.1616294802,0.1756804619,0.1593601513
XLM,2020-12-06,0.1714754821,0.1718603222,0.1796827761,0.1683361663
XLM,2020-12-07,0.1672880637,0.1759880496,0.1764701602,0.164566957
XLM,2020-12-08,0.1549274395,0.16812477,0.1685596948,0.15444472
XLM,2020-12-09,0.1696898722,0.1525148952,0.1749699335,0.1393615817
XLM,2020-12-10,0.1649194427,0.1722169334,0.1777450336,0.1631543008
XLM,2020-12-11,0.1578626217,0.160734735,0.1644106048,0.1539628908
XLM,2020-12-12,0.1609451615,0.1508757137,0.1649662239,0.1499958735
XLM,2020-12-13,0.1736417738,0.1589547467,0.1792985667,0.1557482406
XLM,2020-12-14,0.1713227435,0.1759958391,0.1784340528,0.1667089345
XLM,2020-12-15,0.1674282384,0.1701379245,0.1758420547,0.1670438657
XLM,2020-12-16,0.1832496181,0.1661582749,0.1853563725,0.1594069274
XLM,2020-12-17,0.1889949384,0.1933603124,0.2087188239,0.1799309099
XLM,2020-12-18,0.1845084085,0.1863097689,0.189821331,0.1769070377
XLM,2020-12-19,0.1824042399,0.1853625883,0.1880273239,0.1809265302
XLM,2020-12-20,0.1762188513,0.1814575147,0.1825059808,0.1737824658
XLM,2020-12-21,0.1677710642,0.1766612179,0.1801119034,0.1605170133
XLM,2020-12-22,0.1583172661,0.1652894538,0.1695587922,0.1532351711
XLM,2020-12-23,0.1309024555,0.1619389027,0.1619389027,0.1108209321
XLM,2020-12-24,0.158005051,0.1267122831,0.1618009196,0.1230484751
XLM,2020-12-25,0.151973092,0.1581988981,0.1667187089,0.1480897742
XLM,2020-12-26,0.1449533744,0.1524208701,0.1548664383,0.1438299847
XLM,2020-12-27,0.14327089,0.1465994727,0.1553298757,0.1342904507
XLM,2020-12-28,0.1445011592,0.1449219898,0.1543995196,0.1430671405
XLM,2020-12-29,0.1359561332,0.1442031738,0.148778521,0.1280113429
XLM,2020-12-30,0.1312985537,0.1381060608,0.1387552822,0.1286301278
XLM,2020-12-31,0.1262006405,0.1317770582,0.132520902,0.1231490629
XLM,2021-01-01,0.1332301924,0.127732221,0.1398485466,0.1266137303
XLM,2021-01-02,0.1282599187,0.132229278,0.1341127165,0.1252404755
XLM,2021-01-03,0.133218716,0.127098024,0.1380300625,0.123239697
XLM,2021-01-04,0.1602723081,0.1355751994,0.1650869952,0.1278954869
XLM,2021-01-05,0.1979436797,0.1639828963,0.2067038618,0.1500681131
XLM,2021-01-06,0.3148503161,0.1933289826,0.3894370459,0.1923623558
XLM,2021-01-07,0.3135101475,0.3431362278,0.4116058579,0.2974973921
XLM,2021-01-08,0.2960407386,0.3119146532,0.3309210208,0.2633955332
XLM,2021-01-09,0.3126215015,0.2967768945,0.3291390011,0.281580146
XLM,2021-01-10,0.2900236967,0.3106640362,0.3242619712,0.259408082
XLM,2021-01-11,0.2468167495,0.2845440876,0.2847948746,0.2097544618
XLM,2021-01-12,0.2794779573,0.2713843117,0.309067978,0.2537249303
XLM,2021-01-13,0.3009288035,0.2799910382,0.3097228062,0.2732632763
XLM,2021-01-14,0.2939616642,0.3037231871,0.3181628158,0.2875128708
XLM,2021-01-15,0.2835314078,0.3031734413,0.3132559982,0.2601826091
XLM,2021-01-16,0.2922167506,0.2838924277,0.311208802,0.2772606925
XLM,2021-01-17,0.3100815884,0.2908694426,0.319054409,0.2862714531
XLM,2021-01-18,0.3026883371,0.303916729,0.3090751438,0.2933715889
XLM,2021-01-19,0.3025492016,0.3052620586,0.3199953948,0.2969790313
XLM,2021-01-20,0.2917482879,0.2979406129,0.3019892203,0.2750904076
XLM,2021-01-21,0.2504584647,0.293747641,0.294801126,0.2429580898
XLM,2021-01-22,0.2736264757,0.2512263779,0.2813063055,0.227391571
XLM,2021-01-23,0.2682549306,0.2696404633,0.279445255,0.2635439959
XLM,2021-01-24,0.2730424382,0.2699561039,0.2832344519,0.2627037517
XLM,2021-01-25,0.2623064534,0.2716395057,0.2773429877,0.2600007593
XLM,2021-01-26,0.2588233901,0.261126308,0.2648038707,0.2503160495
XLM,2021-01-27,0.2384185056,0.2617565158,0.2622730601,0.2318174844
XLM,2021-01-28,0.2872599265,0.2383307458,0.2873574018,0.2326699977
XLM,2021-01-29,0.2963100288,0.2936255632,0.3691571017,0.2877574118
XLM,2021-01-30,0.3140371127,0.2934451714,0.362447091,0.2799362729
XLM,2021-01-31,0.3067856475,0.3276028812,0.3394931698,0.2953828876
XLM,2021-02-01,0.3257197098,0.3072965971,0.365933997,0.2930167895
XLM,2021-02-02,0.3392268781,0.3233430706,0.3498393457,0.3180283679
XLM,2021-02-03,0.3436663973,0.3398601596,0.3490595943,0.3302344413
XLM,2021-02-04,0.3291202553,0.346651487,0.3498838605,0.3145280875
XLM,2021-02-05,0.3491213144,0.3262497399,0.3631250223,0.3254578426
XLM,2021-02-06,0.3872032479,0.3519848407,0.3893187203,0.3391190794
XLM,2021-02-07,0.3733263768,0.3781051546,0.4228761759,0.3641028639
XLM,2021-02-08,0.3937399017,0.3858626452,0.4037163318,0.3736753106
XLM,2021-02-09,0.3971362832,0.3972151327,0.4062892204,0.3847457573
XLM,2021-02-10,0.4081423812,0.4007170026,0.4411188094,0.3801970669
XLM,2021-02-11,0.4580125444,0.4150950754,0.4694599706,0.4111857323
XLM,2021-02-12,0.5226477459,0.4564416355,0.5313465359,0.4385436376
XLM,2021-02-13,0.5493577828,0.5300420092,0.6072073787,0.5088896892
XLM,2021-02-14,0.5291229894,0.5653881564,0.5781355211,0.5018186437
XLM,2021-02-15,0.5025316983,0.5164435434,0.5399370235,0.4304474883
XLM,2021-02-16,0.4842860398,0.4947016023,0.5176987264,0.4684512654
XLM,2021-02-17,0.5007835846,0.4856558121,0.510044912,0.4564115874
XLM,2021-02-18,0.498798325,0.4976386877,0.5160625958,0.4836675445
XLM,2021-02-19,0.5097997328,0.4968587288,0.522019427,0.483407021
XLM,2021-02-20,0.4678952301,0.513111314,0.5323618985,0.4609388006
XLM,2021-02-21,0.4878542809,0.4865246753,0.5082265778,0.4750715335
XLM,2021-02-22,0.4636665982,0.4963358369,0.5251549905,0.386708422
XLM,2021-02-23,0.3755928508,0.463685969,0.4648593498,0.3133186877
XLM,2021-02-24,0.4027163513,0.386661819,0.4343657232,0.3680397814
XLM,2021-02-25,0.3919400109,0.4054628076,0.4257327379,0.3837622842
XLM,2021-02-26,0.3845538229,0.3807319694,0.401757973,0.3577535768
XLM,2021-02-27,0.4542021484,0.4005111574,0.4690286967,0.3991294516
XLM,2021-02-28,0.4042569205,0.439102789,0.4506114545,0.3815567071
XLM,2021-03-01,0.4214914172,0.4061423811,0.4326526598,0.402336735
XLM,2021-03-02,0.4145969773,0.4308771946,0.4362112021,0.3972054281
XLM,2021-03-03,0.4222698455,0.4192637696,0.4386587842,0.4127920293
XLM,2021-03-04,0.4072774299,0.4211248647,0.4275591386,0.4040212989
XLM,2021-03-05,0.4105282253,0.412187629,0.4128937148,0.3861048506
XLM,2021-03-06,0.4025968437,0.4050724065,0.4086235329,0.3927972624
XLM,2021-03-07,0.4094110843,0.4016636383,0.422198924,0.4016636383
XLM,2021-03-08,0.4116316398,0.4125987624,0.4210337333,0.4032555556
XLM,2021-03-09,0.429193416,0.4181963195,0.4347758456,0.413036905
XLM,2021-03-10,0.4145494372,0.4320997442,0.4333663777,0.4072177261
XLM,2021-03-11,0.4038567239,0.4092878235,0.4130850323,0.3960039776
XLM,2021-03-12,0.3861634502,0.4056734064,0.4071202537,0.3781380738
XLM,2021-03-13,0.4028040467,0.3865313793,0.4102168198,0.3757006791
XLM,2021-03-14,0.3952538387,0.405398371,0.4070469519,0.3874092777
XLM,2021-03-15,0.3820686597,0.3884879231,0.3986562164,0.3681324589
XLM,2021-03-16,0.3956390844,0.3843693092,0.4123475451,0.373615805
XLM,2021-03-17,0.4017981824,0.3955994586,0.4037324362,0.3880072699
XLM,2021-03-18,0.3988651286,0.402536484,0.4081853188,0.3938485193
XLM,2021-03-19,0.3970960963,0.3945773011,0.4022678244,0.3879569743
XLM,2021-03-20,0.4281308059,0.3953421904,0.4381949842,0.3928377952
XLM,2021-03-21,0.4116534951,0.4160422629,0.4236877187,0.3929467131
XLM,2021-03-22,0.394624535,0.4037083488,0.4223737262,0.3910785094
XLM,2021-03-23,0.3960501414,0.3930290799,0.4087890588,0.3893133048
XLM,2021-03-24,0.3643814918,0.3954405136,0.4031250989,0.3502426788
XLM,2021-03-25,0.3636127756,0.3618648788,0.370414896,0.3419214097
XLM,2021-03-26,0.3822345868,0.361524388,0.3853871924,0.3607851742
XLM,2021-03-27,0.3825456318,0.3846893035,0.3900751152,0.3711667985
XLM,2021-03-29,0.3934845818,0.3819153024,0.4128466682,0.3782114199
XLM,2021-03-30,0.4016405595,0.397497519,0.4125589727,0.3915059163
XLM,2021-03-31,0.4010992983,0.404374684,0.4125867614,0.3985395906
XLM,2021-04-01,0.3971235851,0.4012533412,0.4044383173,0.3790493922
XLM,2021-04-02,0.4256588979,0.4057080831,0.4270783881,0.4007273411
XLM,2021-04-03,0.4372596287,0.424086201,0.4667561722,0.4240379458
XLM,2021-04-04,0.4135633626,0.4390428001,0.4579925689,0.4070246744
XLM,2021-04-05,0.424902232,0.4087855104,0.434875309,0.4020534343
XLM,2021-04-06,0.5311087702,0.4285784348,0.5493201579,0.4225497741
XLM,2021-04-07,0.5227912206,0.5371377005,0.5778946865,0.480788222
XLM,2021-04-08,0.4857442899,0.5419317792,0.5469380984,0.4533521988
XLM,2021-04-09,0.5029425525,0.4772965102,0.5033857528,0.4676048185
XLM,2021-04-10,0.4904361804,0.5050252303,0.5082768055,0.4772823601
XLM,2021-04-11,0.5522633332,0.486035019,0.5914310218,0.4821298326
XLM,2021-04-12,0.5992803017,0.5618182327,0.6555156649,0.5551266689
XLM,2021-04-13,0.5740780577,0.584348749,0.6053270871,0.5665788035
XLM,2021-04-14,0.6555351933,0.5904004494,0.6835605668,0.5768352491
XLM,2021-04-15,0.6319967533,0.6566759188,0.6902436798,0.5888512603
XLM,2021-04-16,0.6426651258,0.6353959753,0.6452070618,0.6141683105
XLM,2021-04-17,0.6078653716,0.6402827927,0.6497705003,0.5702544364
XLM,2021-04-18,0.6057739835,0.6106511065,0.6441352005,0.5905427024
XLM,2021-04-19,0.5517549476,0.5929828407,0.601552385,0.4577891034
XLM,2021-04-20,0.5131592094,0.5459874598,0.5669945253,0.4911884071
XLM,2021-04-21,0.5173689147,0.50049876,0.5292712177,0.469129362
XLM,2021-04-22,0.490416946,0.5294055826,0.5379825096,0.4894658704
XLM,2021-04-23,0.4580145964,0.4895439515,0.5140596737,0.4482588239
XLM,2021-04-24,0.4476081452,0.4501426056,0.4572886143,0.3831338739
XLM,2021-04-25,0.4292794242,0.4513809595,0.462119716,0.414500239
XLM,2021-04-26,0.413513875,0.4262294303,0.4455311568,0.4018531576
XLM,2021-04-27,0.4800214702,0.416767601,0.4821344439,0.4146236175
XLM,2021-04-28,0.5051810871,0.4862977562,0.5227926149,0.4768381468
XLM,2021-04-29,0.4919532017,0.5104046876,0.5217616077,0.475748484
XLM,2021-04-30,0.4905606031,0.4975432275,0.5090142521,0.476806813
XLM,2021-05-01,0.5283947425,0.492000999,0.5403718366,0.485379255
